Season,DayNum,WinnerTeamID,WinnerScore,LoserTeamID,LoserScore,WinnerLocation,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,EstimatedPossessions,GameDateLabel
2026,78,1129,81,1461,65,A,0,29,59,10,26,13,13,7,22,14,7,5,3,16,23,51,5,19,14,18,7,18,8,10,3,1,17,63.8625,2026-Day078
2026,78,1132,72,1444,54,A,0,24,56,5,20,19,27,8,27,15,8,10,7,13,19,56,6,26,10,13,9,27,8,14,3,6,21,68.0,2026-Day078
2026,78,1139,87,1177,80,H,0,29,51,8,17,21,31,4,21,18,12,7,4,14,26,63,10,33,18,21,11,15,14,9,8,5,21,72.35,2026-Day078
2026,78,1161,81,1102,52,H,0,28,54,10,24,15,23,6,29,17,4,10,4,12,19,53,5,30,9,12,6,23,8,13,3,0,20,64.3125,2026-Day078
2026,78,1196,79,1261,61,H,0,28,68,9,27,14,27,22,26,15,9,9,1,14,24,56,3,11,10,15,6,20,12,11,7,2,18,67.975,2026-Day078
2026,78,1199,65,1274,63,A,0,24,53,6,17,11,15,4,26,13,11,12,7,15,24,57,4,16,11,15,5,23,15,14,7,4,13,70.125,2026-Day078
2026,78,1208,74,1281,72,A,0,24,65,8,29,18,21,16,25,8,10,5,4,11,27,67,7,25,11,12,11,23,14,11,8,3,16,70.8375,2026-Day078
2026,78,1227,76,1191,49,H,0,30,60,4,15,12,20,10,23,19,8,15,3,12,16,53,7,32,10,12,11,18,12,18,6,2,17,66.6,2026-Day078
2026,78,1234,68,1353,62,H,0,24,51,7,19,13,16,5,14,12,12,9,4,19,19,44,5,18,19,24,8,21,9,16,6,5,19,64.5,2026-Day078
2026,78,1235,87,1416,57,H,0,33,65,9,25,12,21,13,22,22,5,13,3,13,21,57,10,32,5,6,9,18,13,17,1,6,17,67.4125,2026-Day078
2026,78,1242,75,1160,69,A,0,24,52,8,19,19,24,9,35,14,11,3,5,15,25,70,9,31,10,16,12,20,14,3,8,1,16,67.0,2026-Day078
2026,78,1243,81,1428,78,H,0,31,62,12,23,7,10,5,22,17,10,4,2,13,32,65,8,23,6,10,9,22,10,8,5,4,14,70.25,2026-Day078
2026,78,1269,84,1405,82,H,0,30,61,9,22,15,22,13,20,19,14,8,1,18,28,51,6,14,20,25,6,20,14,15,9,3,16,72.1625,2026-Day078
2026,78,1275,107,1245,101,A,1,38,70,9,31,22,34,8,21,18,6,7,2,25,33,68,10,30,25,31,14,23,18,16,3,3,26,84.4375,2026-Day078
2026,78,1276,86,1231,72,H,0,27,53,10,25,22,33,11,29,14,13,6,6,15,23,57,11,34,15,18,5,17,13,10,4,3,24,70.6125,2026-Day078
2026,78,1277,68,1332,52,A,0,28,49,7,20,5,9,6,23,16,9,3,7,10,20,51,7,20,5,11,6,15,10,10,6,4,11,58.25,2026-Day078
2026,78,1301,80,1155,76,A,1,25,57,8,23,22,25,6,20,13,5,7,1,19,26,58,9,28,15,24,9,25,9,13,2,0,17,70.6375,2026-Day078
2026,78,1305,87,1363,54,H,0,29,57,12,21,17,21,10,29,21,5,4,5,11,19,58,4,24,12,17,8,18,6,7,2,0,19,63.525000000000006,2026-Day078
2026,78,1325,80,1296,77,H,0,27,54,8,19,18,25,7,19,12,13,4,7,22,24,53,9,20,20,27,9,19,8,16,3,1,22,72.35,2026-Day078
2026,78,1326,82,1278,74,H,1,31,65,7,24,13,18,10,27,11,10,6,2,20,23,58,8,27,20,25,8,22,13,7,6,4,19,71.2125,2026-Day078
2026,78,1369,66,1404,50,H,0,23,58,11,32,9,17,14,19,15,10,6,2,18,16,49,5,22,13,22,16,21,6,18,7,3,16,61.7625,2026-Day078
2026,78,1374,91,1448,79,A,0,32,64,14,28,13,18,9,26,23,14,8,5,17,28,64,10,30,13,18,6,18,20,11,9,5,17,77.55,2026-Day078
2026,78,1376,85,1328,76,H,0,27,55,9,20,22,28,7,23,16,12,7,3,20,27,63,5,27,17,22,10,22,12,11,8,9,18,73.875,2026-Day078
2026,78,1382,84,1260,70,H,0,27,63,11,26,19,20,7,22,18,4,12,3,14,24,55,11,29,11,15,8,29,18,16,2,4,15,69.8125,2026-Day078
2026,78,1385,65,1371,60,H,0,21,59,2,12,21,30,16,19,14,12,8,3,12,22,58,5,13,11,20,15,22,11,12,8,7,25,66.875,2026-Day078
2026,78,1387,81,1182,77,A,0,28,57,9,20,16,25,7,28,19,16,10,4,22,23,66,8,30,23,31,17,23,13,14,12,4,18,77.8,2026-Day078
2026,78,1395,68,1329,65,H,0,28,61,6,20,6,12,8,24,19,14,8,7,10,27,62,6,15,5,10,7,20,16,13,13,3,14,72.725,2026-Day078
2026,78,1403,92,1124,73,A,0,33,55,17,27,9,11,2,21,14,13,7,1,16,28,57,7,21,10,20,9,17,14,11,10,2,12,69.8625,2026-Day078
2026,78,1417,69,1345,67,H,0,29,51,9,20,2,3,4,19,21,10,3,8,10,27,60,7,27,6,7,9,15,17,7,7,1,8,59.875,2026-Day078
2026,78,1424,86,1429,76,A,0,29,58,7,14,21,25,12,26,8,11,6,4,22,26,58,7,24,17,31,8,16,14,8,8,3,20,70.8,2026-Day078
2026,79,1110,70,1159,66,H,0,25,53,8,21,12,14,11,27,12,17,7,2,19,23,52,5,18,15,23,7,18,9,13,8,4,14,67.2875,2026-Day079
2026,79,1112,77,1153,51,H,0,27,63,3,13,20,28,15,27,15,6,8,2,14,17,56,4,21,13,14,9,18,8,14,4,1,21,67.475,2026-Day079
2026,79,1119,87,1137,84,A,1,28,59,12,31,19,21,9,19,13,12,5,4,17,29,60,8,24,18,23,8,19,13,8,10,3,17,71.44999999999999,2026-Day079
2026,79,1130,65,1338,62,H,0,25,55,7,22,8,13,4,30,13,8,4,4,17,24,63,7,22,7,17,13,25,13,7,6,3,15,65.125,2026-Day079
2026,79,1131,77,1248,73,H,1,29,57,9,25,10,16,4,30,16,13,3,7,12,28,69,10,29,7,9,7,25,15,8,12,4,15,73.9375,2026-Day079
2026,79,1133,75,1232,68,H,0,22,63,5,22,26,31,11,23,9,2,14,1,14,27,52,7,22,7,10,3,30,16,19,1,2,21,70.7375,2026-Day079
2026,79,1154,77,1202,75,H,1,24,57,6,28,23,30,10,19,15,10,7,1,17,28,65,6,29,13,16,11,26,16,10,3,4,22,71.425,2026-Day079
2026,79,1156,85,1460,79,A,0,27,53,11,23,20,22,4,25,16,9,4,5,20,31,66,5,24,12,18,11,22,13,7,3,6,19,69.5,2026-Day079
2026,79,1166,94,1462,93,H,0,32,59,13,24,17,24,5,21,18,8,4,2,12,37,65,12,24,7,8,5,23,18,9,4,2,21,73.1,2026-Day079
2026,79,1172,68,1200,63,H,0,25,58,4,23,14,19,11,15,6,11,10,3,14,27,50,5,12,4,7,4,22,7,17,7,2,21,66.67500000000001,2026-Day079
2026,79,1179,101,1293,90,H,0,32,64,5,12,32,41,11,31,9,9,8,3,23,31,68,7,32,21,30,11,26,12,11,5,3,27,81.8625,2026-Day079
2026,79,1190,67,1151,66,A,0,28,66,3,19,8,11,11,24,11,10,11,3,14,23,53,10,29,10,11,5,24,13,14,8,6,17,68.725,2026-Day079
2026,79,1194,79,1408,74,H,0,27,52,8,18,17,29,5,25,20,10,7,2,20,23,52,5,15,23,27,6,22,8,12,4,3,23,70.80000000000001,2026-Day079
2026,79,1211,84,1337,60,H,0,31,66,5,20,17,24,13,24,9,7,10,4,17,22,58,3,22,13,14,9,22,11,15,5,4,18,71.025,2026-Day079
2026,79,1213,70,1361,69,H,0,19,50,10,21,22,28,7,26,12,16,7,6,18,25,62,3,18,16,19,11,26,10,10,11,6,20,71.1625,2026-Day079
2026,79,1228,89,1268,70,H,0,27,62,15,40,20,28,14,31,17,6,2,5,13,26,65,10,32,8,16,8,22,11,4,3,0,20,67.94999999999999,2026-Day079
2026,79,1229,59,1320,54,H,0,18,48,7,25,16,18,9,31,6,15,5,3,14,20,57,3,18,11,14,6,21,4,9,5,3,18,64.6,2026-Day079
2026,79,1236,83,1178,76,A,0,27,63,12,30,17,24,8,25,15,6,6,2,16,28,63,7,18,13,18,10,28,10,10,4,3,17,71.975,2026-Day079
2026,79,1237,103,1324,85,A,0,45,75,11,22,2,3,14,23,31,10,4,3,22,28,60,10,22,19,30,9,15,21,9,8,4,8,73.3375,2026-Day079
2026,79,1246,85,1400,80,H,0,25,58,5,18,30,35,12,22,12,8,8,7,19,30,64,2,18,18,20,11,18,9,8,6,1,23,70.5625,2026-Day079
2026,79,1247,67,1173,64,H,0,21,47,7,22,18,28,8,21,14,13,10,1,17,24,54,3,23,13,18,10,20,12,13,10,4,19,65.425,2026-Day079
2026,79,1251,76,1443,69,A,0,21,45,17,29,17,24,2,22,15,10,10,2,15,24,57,10,24,11,17,12,22,13,12,5,4,19,64.73750000000001,2026-Day079
2026,79,1255,91,1205,56,H,0,36,65,7,24,12,15,14,26,16,12,14,4,13,22,57,5,19,7,12,10,15,9,21,9,0,12,71.9125,2026-Day079
2026,79,1273,88,1441,76,H,0,31,68,6,26,20,28,18,22,15,6,10,3,13,27,65,11,34,11,15,15,22,9,14,4,6,22,70.2125,2026-Day079
2026,79,1298,85,1221,68,H,0,29,52,6,17,21,27,4,19,22,6,7,0,14,26,54,6,19,10,12,6,19,8,13,3,1,21,66.7625,2026-Day079
2026,79,1304,76,1449,66,H,0,28,55,11,29,9,12,4,27,18,8,4,1,13,27,61,6,21,6,10,10,22,14,7,3,3,13,63.725,2026-Day079
2026,79,1307,83,1201,74,H,0,32,75,10,35,9,15,11,25,18,8,18,3,23,21,54,10,29,22,26,8,32,12,21,2,5,16,79.2375,2026-Day079
2026,79,1314,91,1323,69,H,0,31,61,13,34,16,23,8,34,18,8,3,5,17,27,75,8,25,7,13,17,21,13,5,5,0,16,70.55,2026-Day079
2026,79,1317,81,1427,62,H,0,28,62,9,25,16,26,17,25,16,11,11,3,18,18,50,6,23,20,24,6,14,8,14,6,9,19,68.875,2026-Day079
2026,79,1321,74,1425,68,A,0,28,62,3,15,15,18,7,22,22,6,3,1,25,20,52,2,13,26,43,11,27,13,6,3,3,19,68.4875,2026-Day079
2026,79,1342,87,1149,83,H,0,29,53,7,14,22,36,6,24,10,9,6,5,12,33,69,14,34,3,8,9,23,17,9,4,3,25,72.94999999999999,2026-Day079
2026,79,1348,69,1350,68,A,0,23,56,3,20,20,26,10,24,3,13,10,1,18,24,52,9,25,11,19,6,21,14,13,10,4,20,69.6875,2026-Day079
2026,79,1358,93,1244,87,H,0,35,63,11,22,12,19,4,28,26,9,5,4,17,30,72,13,34,14,19,14,25,19,8,7,2,16,76.025,2026-Day079
2026,79,1360,96,1450,92,H,0,37,71,15,28,7,13,14,21,25,6,6,4,18,31,64,9,26,21,25,12,19,16,10,4,5,14,71.525,2026-Day079
2026,79,1370,69,1258,59,H,0,25,61,5,20,14,17,7,23,10,6,12,1,18,21,47,7,21,10,16,4,28,14,20,6,3,16,69.3375,2026-Day079
2026,79,1377,68,1303,64,A,0,22,48,8,24,16,21,3,24,12,15,7,2,17,25,56,1,19,13,22,7,21,9,14,10,3,20,71.7125,2026-Day079
2026,79,1381,84,1430,70,H,0,28,55,12,23,16,19,10,29,17,17,3,3,17,26,70,6,26,12,20,16,17,15,10,8,4,20,72.2625,2026-Day079
2026,79,1388,81,1333,51,H,0,28,58,8,23,17,23,12,30,20,7,6,4,23,14,49,2,16,21,27,6,20,6,8,5,3,19,63.875,2026-Day079
2026,79,1396,69,1349,65,A,0,25,58,5,16,14,17,9,21,8,6,3,7,10,26,57,8,17,5,7,7,22,9,9,4,6,14,62.7,2026-Day079
2026,79,1401,88,1280,68,H,0,28,68,9,26,23,24,9,22,18,2,6,3,18,26,60,6,23,10,15,9,26,11,11,1,4,18,70.7625,2026-Day079
2026,79,1407,83,1330,77,A,2,24,65,6,26,29,34,9,34,11,13,9,0,17,28,64,3,18,18,25,7,27,9,12,7,2,24,83.0125,2026-Day079
2026,79,1409,83,1272,66,H,0,22,55,8,24,31,36,12,24,13,5,8,3,15,24,60,8,27,10,14,13,20,13,14,4,4,24,66.375,2026-Day079
2026,79,1421,83,1367,69,A,0,29,56,8,15,17,22,6,26,13,8,6,3,16,27,61,7,21,8,15,7,18,13,8,7,7,17,68.7875,2026-Day079
2026,79,1422,85,1440,78,A,0,27,57,8,19,23,33,10,28,17,5,4,3,19,26,61,13,37,13,22,9,23,10,7,3,2,26,68.5625,2026-Day079
2026,79,1426,71,1470,64,H,0,21,43,5,18,24,35,8,20,14,13,11,6,18,22,53,2,9,18,19,8,16,16,18,8,2,25,68.325,2026-Day079
2026,79,1434,69,1356,63,H,0,21,43,7,16,20,30,3,24,14,10,6,3,22,21,51,3,14,18,30,10,22,11,11,6,0,24,65.25,2026-Day079
2026,79,1437,66,1207,51,H,0,24,59,7,22,11,15,8,21,9,8,12,0,11,17,50,8,25,9,14,11,24,12,17,4,3,14,64.3875,2026-Day079
2026,79,1439,76,1393,74,A,0,23,51,4,17,26,36,8,25,10,10,9,3,15,26,61,10,23,12,14,7,23,13,14,6,3,28,72.375,2026-Day079
2026,79,1452,75,1113,63,A,0,27,53,11,24,10,13,6,21,17,12,7,0,19,24,51,5,15,10,18,6,21,15,13,6,6,13,65.8625,2026-Day079
2026,79,1455,77,1187,60,H,0,27,64,9,34,14,19,16,29,14,8,4,3,17,22,63,4,19,12,19,10,18,8,6,6,4,14,66.525,2026-Day079
2026,79,1457,76,1347,75,H,0,26,55,12,26,12,19,6,19,16,12,7,1,20,24,45,9,22,18,24,3,24,9,19,6,4,19,71.2125,2026-Day079
2026,79,1459,88,1359,78,H,0,32,50,6,12,18,24,2,18,12,6,3,4,18,29,59,9,27,11,14,6,17,20,7,5,3,17,66.025,2026-Day079
2026,79,1465,73,1469,64,H,0,28,59,5,17,12,21,11,24,8,6,3,4,10,23,62,8,21,10,10,9,20,12,6,5,5,13,63.8625,2026-Day079
2026,79,1474,87,1466,62,H,0,30,56,3,15,24,25,11,22,11,11,8,5,15,21,54,4,16,16,22,9,13,6,15,6,8,19,69.1625,2026-Day079
2026,80,1111,72,1418,58,H,0,25,48,13,29,9,15,8,23,16,11,3,2,15,22,58,6,25,8,9,5,15,14,5,6,4,19,60.2,2026-Day080
2026,80,1117,85,1204,68,A,0,28,57,10,26,19,23,8,32,18,15,10,6,21,23,66,5,33,17,26,12,18,5,11,9,3,20,76.13749999999999,2026-Day080
2026,80,1122,83,1195,62,H,0,30,64,12,31,11,15,10,20,21,7,12,2,13,26,59,6,21,4,9,13,21,13,18,5,5,14,68.2,2026-Day080
2026,80,1146,86,1480,65,A,0,33,57,12,24,8,11,2,14,20,8,12,1,15,23,47,7,20,12,18,8,22,9,20,2,8,14,67.88749999999999,2026-Day080
2026,80,1157,72,1402,70,H,0,22,53,6,26,22,29,7,28,4,9,1,1,19,25,66,1,13,19,21,11,27,5,4,6,0,23,68.875,2026-Day080
2026,80,1158,87,1144,83,H,0,30,54,4,10,23,29,8,21,12,13,8,3,16,31,66,13,31,8,12,12,16,15,12,9,1,21,72.23750000000001,2026-Day080
2026,80,1168,71,1253,61,H,0,26,49,4,19,15,19,4,24,19,13,9,4,17,20,54,8,26,13,17,8,19,14,14,6,0,17,67.55000000000001,2026-Day080
2026,80,1183,59,1475,51,A,1,20,55,2,12,17,22,5,30,3,11,7,3,21,14,57,4,28,19,27,10,29,4,17,3,4,17,74.1375,2026-Day080
2026,80,1188,74,1398,66,H,0,25,48,7,17,17,25,7,21,18,13,4,7,18,22,67,4,22,18,22,14,16,8,6,7,2,20,67.6625,2026-Day080
2026,80,1193,62,1310,61,H,0,25,61,7,24,5,9,11,26,14,12,8,1,13,24,56,7,21,6,8,5,25,12,11,6,4,11,66.0375,2026-Day080
2026,80,1209,69,1379,62,H,0,20,56,8,24,21,29,9,32,10,13,7,6,19,22,58,5,20,13,19,5,24,11,11,6,4,23,73.4,2026-Day080
2026,80,1214,65,1284,63,H,0,20,51,8,17,17,22,8,17,11,12,9,6,15,25,55,8,21,5,12,9,23,16,15,6,5,21,66.075,2026-Day080
2026,80,1218,98,1167,71,H,0,32,65,7,26,27,34,16,35,11,13,3,4,25,20,57,3,11,28,39,4,19,7,7,6,3,25,78.3375,2026-Day080
2026,80,1225,86,1170,76,H,0,29,59,14,32,14,16,7,26,16,11,5,3,15,28,71,3,14,17,17,13,23,14,9,6,1,16,72.8375,2026-Day080
2026,80,1233,61,1467,60,H,0,20,54,11,28,10,15,7,19,15,8,9,3,14,24,54,5,18,7,12,11,22,9,13,7,8,14,61.9125,2026-Day080
2026,80,1252,79,1391,74,H,1,28,71,8,28,15,19,8,24,14,8,11,0,14,27,65,7,22,13,15,10,34,14,16,5,5,15,79.075,2026-Day080
2026,80,1263,52,1107,49,H,0,18,46,3,14,13,18,2,19,14,7,6,4,11,20,53,4,23,5,8,10,25,13,11,2,1,19,58.675,2026-Day080
2026,80,1267,115,1419,60,H,0,41,76,26,52,7,9,16,35,29,12,4,12,23,17,59,5,27,21,29,8,13,8,11,8,1,10,76.025,2026-Day080
2026,80,1283,84,1308,75,A,0,27,53,8,23,22,27,10,23,12,10,2,1,19,27,62,6,23,15,20,9,16,10,5,6,4,22,66.6625,2026-Day080
2026,80,1285,81,1451,65,H,0,31,50,11,21,8,10,5,18,22,15,5,2,15,24,51,5,17,12,20,6,15,14,11,9,2,14,65.125,2026-Day080
2026,80,1286,74,1226,62,H,0,28,64,11,27,7,10,11,19,11,6,5,1,17,22,54,7,25,11,18,9,22,9,9,3,4,18,63.15,2026-Day080
2026,80,1287,71,1442,66,H,0,29,66,3,16,10,20,21,27,14,10,4,4,11,25,61,10,24,6,13,6,20,12,7,5,2,16,66.3375,2026-Day080
2026,80,1295,82,1176,77,A,0,30,59,11,26,11,15,8,20,14,7,7,5,12,31,64,12,28,3,4,8,18,12,8,3,1,13,65.5125,2026-Day080
2026,80,1299,79,1220,78,H,0,23,56,7,23,26,35,13,26,8,8,2,6,20,25,61,13,33,15,20,7,18,11,6,5,1,23,68.5625,2026-Day080
2026,80,1306,88,1127,82,H,3,29,79,10,39,20,29,15,29,14,11,5,4,19,30,67,6,16,16,18,8,30,14,13,7,4,26,84.6625,2026-Day080
2026,80,1315,79,1331,62,A,0,27,61,9,16,16,18,8,19,12,6,13,2,20,20,48,3,19,19,27,10,22,11,18,3,3,16,68.1875,2026-Day080
2026,80,1316,87,1184,85,H,0,32,63,10,27,13,17,11,20,13,12,7,1,16,33,67,12,28,7,15,13,18,14,11,6,1,17,72.1,2026-Day080
2026,80,1340,65,1186,61,A,0,26,56,2,12,11,13,7,21,16,12,8,4,24,20,52,4,15,17,23,7,20,10,12,8,5,14,67.55,2026-Day080
2026,80,1346,77,1291,62,A,0,28,61,10,22,11,19,6,25,15,8,13,1,21,20,47,7,20,15,21,5,28,11,16,4,3,17,70.0,2026-Day080
2026,80,1352,88,1454,76,H,0,31,53,9,17,17,27,10,28,22,15,5,4,17,26,59,11,27,13,20,8,16,9,10,11,7,23,70.6625,2026-Day080
2026,80,1357,69,1145,66,H,0,25,58,13,32,6,12,7,30,19,11,4,4,7,25,63,12,30,4,7,7,28,17,10,7,3,14,68.5125,2026-Day080
2026,80,1364,107,1142,67,H,0,42,63,15,29,8,11,8,23,23,9,10,1,17,23,49,7,26,14,20,4,10,12,13,6,0,9,68.3625,2026-Day080
2026,80,1369,70,1114,65,H,0,24,53,7,23,15,21,6,29,16,10,4,1,14,22,60,9,21,12,17,8,23,12,8,8,6,16,67.525,2026-Day080
2026,80,1373,69,1265,50,H,0,25,54,5,11,14,14,7,29,10,8,6,3,9,20,53,6,20,4,5,3,19,12,8,5,3,12,61.0125,2026-Day080
2026,80,1375,90,1241,83,A,0,28,63,10,26,24,39,9,25,10,3,13,2,16,24,55,16,42,19,25,7,29,18,17,3,4,27,76.2,2026-Day080
2026,80,1378,82,1412,69,A,0,28,65,13,33,13,21,11,27,18,16,5,9,20,22,75,4,25,21,25,16,22,10,9,12,8,16,79.925,2026-Day080
2026,80,1392,95,1318,80,A,0,32,56,16,29,15,20,9,25,18,14,5,3,14,31,65,10,30,8,19,7,16,19,7,9,3,16,72.2625,2026-Day080
2026,80,1406,72,1189,59,A,0,25,66,9,23,13,16,18,19,6,5,9,4,12,20,51,8,24,11,16,10,19,12,12,3,3,14,60.6,2026-Day080
2026,80,1414,80,1415,66,A,0,27,59,4,19,22,31,14,25,16,13,12,5,14,22,64,7,25,15,16,14,17,12,14,4,7,24,72.1625,2026-Day080
2026,80,1420,87,1312,74,H,0,29,56,6,20,23,30,5,28,9,5,3,0,18,28,64,6,20,12,23,12,25,7,10,2,2,22,71.5875,2026-Day080
2026,80,1431,83,1198,77,H,0,31,60,11,25,10,14,9,19,20,13,9,5,19,27,54,6,13,17,27,8,22,9,13,9,2,11,71.23750000000001,2026-Day080
2026,80,1436,77,1262,68,A,0,31,64,8,22,7,8,7,26,10,7,8,4,14,23,59,10,25,12,15,11,24,13,12,2,6,10,67.4625,2026-Day080
2026,80,1456,77,1423,70,H,0,26,57,9,32,16,22,6,26,19,9,8,5,19,19,58,10,35,22,33,13,29,11,14,4,2,24,72.5625,2026-Day080
2026,80,1458,98,1336,71,A,0,36,71,15,35,11,15,14,28,25,7,5,4,16,23,64,8,27,17,23,9,22,11,7,4,0,12,72.025,2026-Day080
2026,80,1464,88,1453,81,H,0,27,54,16,36,18,22,9,17,18,10,6,4,17,29,54,7,18,16,19,5,18,12,11,6,4,17,67.23750000000001,2026-Day080
2026,80,1468,77,1239,70,A,0,28,52,9,17,12,14,5,19,14,9,5,2,13,23,50,7,21,17,17,5,18,13,8,6,2,16,61.8625,2026-Day080
2026,80,1471,80,1413,74,A,0,27,55,7,24,19,27,10,36,18,15,6,6,18,24,67,12,31,14,21,10,18,18,11,5,4,18,75.4,2026-Day080
2026,80,1472,74,1355,69,H,0,24,52,8,26,18,24,6,26,15,13,8,2,13,28,60,7,22,6,13,9,24,16,12,9,2,19,69.7875,2026-Day080
2026,80,1473,89,1399,68,H,0,34,60,5,20,16,20,9,25,19,17,12,6,19,21,60,4,14,22,30,12,14,5,15,10,3,17,77.375,2026-Day080
2026,81,1103,86,1325,65,A,0,30,61,6,17,20,26,8,32,12,12,2,5,20,20,61,4,17,21,27,8,14,5,8,9,8,19,75.5875,2026-Day081
2026,81,1111,59,1419,43,H,0,23,70,6,39,7,9,13,37,14,10,7,9,16,13,59,5,25,12,17,8,30,4,11,8,6,13,70.67500000000001,2026-Day081
2026,81,1122,73,1391,65,H,0,28,59,5,20,12,16,11,29,14,12,8,2,16,22,56,7,24,14,20,10,20,15,12,8,1,16,67.55,2026-Day081
2026,81,1139,87,1266,76,H,0,29,57,6,19,23,31,7,18,18,11,11,1,12,31,63,5,27,9,14,6,18,16,14,9,4,19,76.6875,2026-Day081
2026,81,1150,73,1408,70,H,0,26,51,8,21,13,18,10,23,11,13,3,3,19,23,51,4,21,20,24,2,14,5,9,6,4,17,65.975,2026-Day081
2026,81,1187,63,1317,59,A,0,20,47,6,16,17,23,11,28,12,15,4,7,13,22,63,4,20,11,16,8,15,10,6,10,2,18,65.26249999999999,2026-Day081
2026,81,1190,84,1154,55,H,0,31,55,10,28,12,17,8,31,20,7,8,5,10,19,53,11,27,6,15,3,18,16,10,3,2,14,64.6,2026-Day081
2026,81,1192,76,1148,66,A,0,28,54,11,22,9,11,5,16,19,4,8,2,16,25,52,5,15,11,13,9,21,8,11,2,5,14,59.2,2026-Day081
2026,81,1202,89,1422,66,A,0,32,58,14,27,11,12,5,23,23,4,5,1,17,23,53,7,26,13,18,6,19,12,9,3,3,17,63.625,2026-Day081
2026,81,1205,67,1367,65,H,0,26,60,5,17,10,13,10,27,7,11,8,2,19,21,56,7,21,16,22,10,21,11,10,3,4,17,66.8125,2026-Day081
2026,81,1219,93,1347,83,A,0,28,55,12,29,25,33,5,20,22,7,12,4,20,30,59,10,28,13,18,7,22,14,18,5,2,19,75.6125,2026-Day081
2026,81,1231,82,1353,59,A,0,30,60,15,35,7,7,8,28,15,4,4,7,15,21,58,5,19,12,14,8,18,6,5,3,3,5,60.4875,2026-Day081
2026,81,1240,75,1292,58,H,0,25,51,9,15,16,19,6,25,11,8,1,2,13,21,55,8,23,8,14,6,19,12,7,3,3,17,62.3375,2026-Day081
2026,81,1252,86,1195,71,H,0,26,55,20,37,14,16,7,21,20,8,2,4,20,24,56,10,26,13,20,9,14,11,9,1,3,19,64.55,2026-Day081
2026,81,1254,66,1476,63,A,0,23,57,8,22,12,17,7,19,8,5,5,7,14,26,56,5,19,6,10,9,26,17,15,4,4,18,64.9125,2026-Day081
2026,81,1255,81,1149,79,H,1,25,56,3,9,28,34,6,24,7,17,16,3,21,26,63,14,38,13,20,8,26,13,21,8,6,24,84.325,2026-Day081
2026,81,1256,82,1244,76,H,0,29,55,8,16,16,24,7,23,10,10,5,5,20,23,53,7,20,23,33,11,15,12,7,7,8,18,67.0375,2026-Day081
2026,81,1269,68,1138,67,A,0,26,58,6,20,10,16,12,20,13,10,8,1,13,26,52,8,25,7,14,4,20,17,11,7,1,13,64.625,2026-Day081
2026,81,1276,74,1326,62,H,0,27,52,5,23,15,25,12,23,16,14,10,6,16,24,59,8,27,6,9,6,14,9,12,6,1,20,67.575,2026-Day081
2026,81,1384,81,1152,60,H,0,28,51,11,25,14,16,5,27,23,11,6,5,13,24,67,7,20,5,11,14,15,7,11,5,0,14,66.9125,2026-Day081
2026,81,1387,97,1382,62,A,0,37,64,19,33,4,9,7,29,24,10,8,7,20,21,61,4,22,16,24,10,20,12,11,4,7,8,72.3375,2026-Day081
2026,81,1429,65,1161,61,A,0,28,56,5,20,4,5,6,16,15,10,11,2,15,22,43,10,21,7,10,6,22,16,19,5,1,13,61.5625,2026-Day081
2026,81,1475,96,1442,64,H,0,35,67,13,28,13,16,10,34,18,9,6,7,15,22,60,3,13,17,24,4,18,4,9,5,2,11,75.0,2026-Day081
2026,81,1478,69,1447,67,H,0,19,52,7,21,24,34,14,19,13,8,10,2,15,26,53,8,19,7,12,9,24,15,12,5,1,25,61.925,2026-Day081
2026,81,1479,61,1481,57,A,0,24,49,6,14,7,7,2,18,13,9,7,3,14,21,43,3,15,12,17,4,22,10,14,6,1,12,60.2,2026-Day081
2026,82,1106,95,1341,80,A,0,34,66,12,24,15,23,8,20,10,12,10,3,26,23,54,4,15,30,34,7,24,9,16,7,3,19,80.0375,2026-Day082
2026,82,1110,76,1221,67,A,0,30,59,6,20,10,12,5,22,11,7,8,3,15,23,52,9,20,12,14,4,21,10,12,4,3,15,66.67500000000001,2026-Day082
2026,82,1112,88,1452,53,H,0,31,59,10,23,16,23,8,34,20,5,10,6,11,22,64,6,22,3,4,7,20,11,11,2,2,18,68.4125,2026-Day082
2026,82,1113,82,1153,68,H,0,27,57,13,28,15,21,6,22,17,11,7,4,15,27,60,4,17,10,15,10,23,19,14,8,3,16,71.55,2026-Day082
2026,82,1115,75,1380,74,A,0,23,51,9,24,20,28,6,19,9,11,7,2,19,24,58,6,27,20,26,13,24,17,10,10,3,19,68.32499999999999,2026-Day082
2026,82,1116,85,1261,81,H,0,34,60,10,22,7,18,8,17,18,8,7,3,20,28,61,3,15,22,25,10,22,14,9,5,0,19,70.2125,2026-Day082
2026,82,1120,76,1196,67,A,0,26,54,5,15,19,21,7,21,8,9,9,3,20,22,59,7,27,16,27,16,21,13,10,8,7,18,65.9,2026-Day082
2026,82,1123,58,1296,53,H,0,21,47,5,18,11,18,4,21,9,6,5,2,16,18,52,4,28,13,17,9,22,7,8,4,0,19,58.3125,2026-Day082
